symbol,instrument_token,tradingsymbol,name,last_price,lot_size
NSE:GIPCL,293121,GIPCL,GUJ IND POW CO.,0,1
NSE:GKENERGY,194316289,GKENERGY,GK ENERGY,0,1
NSE:GKSL,194866433,GKSL,GUJARAT KIDNEY N SUP SP L,0,1
NSE:GKWLIMITED,4443393,GKWLIMITED,GKW,0,1
NSE:GLAND,303617,GLAND,GLAND PHARMA,0,1
NSE:GLAXO,295169,GLAXO,GLAXOSMITHKLINE PHARMA LT,0,1
NSE:GLD360INAV,7712257,GLD360INAV,360ONEAMC - GLD360INAV,0,1
NSE:GLDCASINAV,5863425,GLDCASINAV,ZERODHAAMC - GLDCASINAV,0,1
NSE:GLENMARK,1895937,GLENMARK,GLENMARK PHARMACEUTICALS,0,1
NSE:GLOBAL,362241,GLOBAL,GLOBAL EDUCATION,0,1
NSE:GLOBALVECT,3516161,GLOBALVECT,GLOBAL VEC HELICORP,0,1
NSE:GLOBE,100609,GLOBE,GLOBE ENTERPRISE (I),0,1
NSE:GLOBUSSPR,4460545,GLOBUSSPR,GLOBUS SPIRITS,0,1
NSE:GLOSTERLTD,6039041,GLOSTERLTD,GLOSTER,0,1
NSE:GMBREW,299009,GMBREW,G M BREWERIES,0,1
NSE:GMDCLTD,1332225,GMDCLTD,GUJARAT MINERAL DEV CORP,0,1
NSE:GMMPFAUDLR,401921,GMMPFAUDLR,GMM PFAUDLER,0,1
NSE:GMRAIRPORT,3463169,GMRAIRPORT,GMR AIRPORTS,0,1
NSE:GMRP&UI,2183425,GMRP&UI,GMR POW AND URBAN INFRA L,0,1
NSE:GNA,4754177,GNA,GNA AXLES,0,1
NSE:GNFC,300545,GNFC,GUJ NAR VAL FER & CHEM L,0,1
NSE:GNRL,195248641,GNRL,GUJARAT NATURAL RES L,0,1
NSE:GOACARBON,3759873,GOACARBON,GOA CARBON,0,1
NSE:GOCLCORP,1014529,GOCLCORP,GOCL CORPORATION,0,1
NSE:GOCOLORS,1782785,GOCOLORS,GO FASHION INDIA,0,1
NSE:GODAVARIB,6640897,GODAVARIB,GODAVARI BIOREFINERIES L,0,1
NSE:GODFRYPHLP,302337,GODFRYPHLP,GODFREY PHILLIPS INDIA LT,0,1
NSE:GODIGIT,6092545,GODIGIT,GO DIGIT GENERAL INS,0,1
NSE:GODREJAGRO,36865,GODREJAGRO,GODREJ AGROVET,0,1
NSE:GODREJCP,2585345,GODREJCP,GODREJ CONSUMER PRODUCTS,0,1
NSE:GODREJIND,2796801,GODREJIND,GODREJ INDUSTRIES,0,1
NSE:GODREJPROP,4576001,GODREJPROP,GODREJ PROPERTIES,0,1
NSE:GOKEX,3015169,GOKEX,GOKALDAS EXPORTS,0,1
NSE:GOKUL,4276481,GOKUL,GOKUL REFOILS & SOLV,0,1
NSE:GOKULAGRO,3706881,GOKULAGRO,GOKUL AGRO RESOURCES,0,1
NSE:GOLDAXIS,5256193,GOLDAXIS,AXISAMC-GOLDAXIS,0,1
NSE:GOLDBDINAV,7829761,GOLDBDINAV,BANDHANAMC - GOLDBDINAV,0,1
NSE:GOLDBETA,3720961,GOLDBETA,UTI MUTUAL FUND - UTI GOLD EXCHANGE TRADED FUND,0,1
NSE:GOLDIAM,3064577,GOLDIAM,GOLDIAM INTERNATIONAL,0,1
NSE:GOLDSHINAV,2106881,GOLDSHINAV,GOLDSHARE NAV,0,1
NSE:GOODLUCK,1568001,GOODLUCK,GOODLUCK INDIA,0,1
NSE:GOODYEAR,308481,GOODYEAR,GOODYEAR INDIA,0,1
NSE:GOPAL,5904897,GOPAL,GOPAL SNACKS,0,1
NSE:GOYALALUM,3017473,GOYALALUM,GOYAL ALUMINIUMS,0,1
NSE:GPIL,3432705,GPIL,GODAWARI POW & ISP,0,1
NSE:GPPL,5051137,GPPL,GUJARAT PIPAVAV PORT,0,1
NSE:GPTHEALTH,5848577,GPTHEALTH,GPT HEALTHCARE,0,1
NSE:GPTINFRA,4527361,GPTINFRA,GPT INFRAPROJECTS,0,1
NSE:GRANDOAK,195249921,GRANDOAK,GRAND OAK CANYONS DIST L,0,1
NSE:GRANULES,3039233,GRANULES,GRANULES INDIA,0,1
NSE:GRAPHITE,151553,GRAPHITE,GRAPHITE INDIA,0,1
NSE:GRASIM,315393,GRASIM,GRASIM INDUSTRIES,0,1
NSE:GRAUWEIL,1331201,GRAUWEIL,GRAUER & WEIL IND,0,1
NSE:GRAVISSHO,195251201,GRAVISSHO,GRAVISS HOSPITALITY,0,1
NSE:GRAVITA,5256705,GRAVITA,GRAVITA INDIA,0,1
NSE:GRCAPMINAV,7829249,GRCAPMINAV,GROWWAMC - GRCAPMINAV,0,1
NSE:GREAVESCOT,316161,GREAVESCOT,GREAVES COTTON,0,1
NSE:GREENLAM,1753089,GREENLAM,GREENLAM INDUSTRIES,0,1
NSE:GREENPANEL,3535361,GREENPANEL,GREENPANEL INDUSTRIES,0,1
NSE:GREENPLY,1020673,GREENPLY,GREENPLY INDUSTRIES,0,1
NSE:GREENPOWER,5148161,GREENPOWER,ORIENT GREEN POWER CO,0,1
NSE:GRINDWELL,3471361,GRINDWELL,GRINDWELL NORTON,0,1
NSE:GRINFRA,1293825,GRINFRA,G R INFRAPROJECTS,0,1
NSE:GRMOVER,2782977,GRMOVER,GRM OVERSEAS,0,1
NSE:GRN200INAV,7656193,GRN200INAV,GROWWAMC - GRN200INAV,0,1
NSE:GRO250INAV,7825921,GRO250INAV,GROWWAMC - GRO250INAV,0,1
NSE:GROBTEA,4549121,GROBTEA,THE GROB TEA COMPANY,0,1
NSE:GROLIQINAV,6520065,GROLIQINAV,GROWWAMC - GROLIQINAV,0,1
NSE:GRONIFINAV,7815937,GRONIFINAV,GROWWAMC - GRONIFINAV,0,1
NSE:GROWEVINAV,6349057,GROWEVINAV,GROWWAMC - GROWEVINAV,0,1
NSE:GROWLOINAV,7813121,GROWLOINAV,GROWWAMC - GROWLOINAV,0,1
NSE:GROWMOINAV,7808001,GROWMOINAV,GROWWAMC - GROWMOINAV,0,1
NSE:GROWSLINAV,7809281,GROWSLINAV,GROWWAMC - GROWSLINAV,0,1
NSE:GROWW,194510337,GROWW,BILLIONBRAINS GARAGE VN L,0,1
NSE:GROWWEINAV,7833857,GROWWEINAV,GROWWAMC - GROWWEINAV,0,1
NSE:GROWWGINAV,6624001,GROWWGINAV,GROWWAMC - GROWWGINAV,0,1
NSE:GROWWHOSPI,194783745,GROWWHOSPI,GROWWAMC - GROWWHOSPI,0,1
NSE:GROWWNINAV,7814913,GROWWNINAV,GROWWAMC - GROWWNINAV,0,1
NSE:GROWWPINAV,7816961,GROWWPINAV,GROWWAMC - GROWWPINAV,0,1
NSE:GROWWPSE,194809857,GROWWPSE,GROWWAMC - GROWWPSE,0,1
NSE:GROWWPSUBK,194947585,GROWWPSUBK,GROWWAMC - GROWWPSUBK,0,1
NSE:GROWWRINAV,7819777,GROWWRINAV,GROWWAMC - GROWWRINAV,0,1
NSE:GRPLTD,1675009,GRPLTD,GRP,0,1
NSE:GRRAILINAV,7559681,GRRAILINAV,GROWWAMC - GRRAILINAV,0,1
NSE:GRSE,1401601,GRSE,GARDEN REACH SHIP&ENG,0,1
NSE:GRW150INAV,7826945,GRW150INAV,GROWWAMC - GRW150INAV,0,1
NSE:GRWCHEINAV,7833345,GRWCHEINAV,GROWWAMC - GRWCHEINAV,0,1
NSE:GRWMTLINAV,7831297,GRWMTLINAV,GROWWAMC - GRWMTLINAV,0,1
NSE:GRWN50INAV,7818241,GRWN50INAV,GROWWAMC - GRWN50INAV,0,1
NSE:GRWPSUINAV,7836673,GRWPSUINAV,GROWWAMC - GRWPSUINAV,0,1
NSE:GRWRHITECH,2043393,GRWRHITECH,GARWARE HI-TECH FILMS,0,1
NSE:GRWWDFINAV,6599937,GRWWDFINAV,GROWWAMC - GRWWDFINAV,0,1
NSE:GSEC10INAV,6361601,GSEC10INAV,BIRLASLAMC - GSEC10INAV,0,1
NSE:GSFC,319233,GSFC,GUJ STATE FERT & CHEM,0,1
NSE:GSLSU,3737345,GSLSU,GLOBAL SURFACES,0,1
NSE:GSPCROP,195133185,GSPCROP,GSP CROP SCIENCE,0,1
NSE:GTL,297473,GTL,GTL,0,1
NSE:GTLINFRA,3518721,GTLINFRA,GTL INFRA.LTD,0,1
NSE:GTPL,5425921,GTPL,GTPL HATHWAY,0,1
NSE:GUFICBIO,2971137,GUFICBIO,GUFIC BIOSCIENCES,0,1
NSE:GUJALKALI,324353,GUJALKALI,GUJARAT ALKALIES & CHEM,0,1
NSE:GUJAPOLLO,3757313,GUJAPOLLO,GUJ. APOLLO IND.,0,1
NSE:GUJRAFFIA,1164289,GUJRAFFIA,GUJARAT RAFFIA INDUST,0,1
NSE:GUJTHEM,7611137,GUJTHEM,GUJARAT THEMIS BIOSYN,0,1
NSE:GULFOILLUB,1124097,GULFOILLUB,GULF OIL LUB. IND.,0,1
NSE:GULPOLY,1609217,GULPOLY,GULSHAN POLYOLS,0,1
NSE:GVPIL,2012673,GVPIL,GE POWER INDIA,0,1
NSE:GVPTECH,2781441,GVPTECH,GVP INFOTECH,0,1
NSE:GVT&D,4296449,GVT&D,GE VERNOVA T&D INDIA,0,1
NSE:GYFTR,195596801,GYFTR,GYFTR,0,1
NSE:HAL,589569,HAL,HINDUSTAN AERONAUTICS,0,1
NSE:HALDER,194743041,HALDER,HALDER VENTURE,0,1
NSE:HALEOSLABS,5517057,HALEOSLABS,HALEOS LABS,0,1
NSE:HAPPSTMNDS,12289,HAPPSTMNDS,HAPPIEST MINDS TECHNO,0,1
NSE:HAPPYFORGE,5338625,HAPPYFORGE,HAPPY FORGINGS,0,1
NSE:HARDWYN,2294273,HARDWYN,HARDWYN INDIA,0,1
NSE:HARIOMPIPE,2295809,HARIOMPIPE,HARIOM PIPE INDUSTRIES L,0,1
NSE:HARRMALAYA,336129,HARRMALAYA,HARRISON MALAYALAM,0,1
NSE:HARSHA,2857473,HARSHA,HARSHA ENGINEERS INT,0,1
NSE:HATHWAY,4647425,HATHWAY,HATHWAY CABLE & DATACOM,0,1
NSE:HATSUN,996353,HATSUN,HATSUN AGRO PRODUCT,0,1
NSE:HAVELLS,2513665,HAVELLS,HAVELLS INDIA,0,1
NSE:HAVISHA,1908993,HAVISHA,SRI HAVISHA HOSP & INFR L,0,1
NSE:HAWKINCOOK,1137665,HAWKINCOOK,HAWKINS COOKERS,0,1
NSE:HBESD,195254273,HBESD,H B ESTATE DEVELOPERS L,0,1
NSE:HBLENGINE,3575297,HBLENGINE,HBL ENGINEERING,0,1
NSE:HBS500INAV,3645185,HBS500INAV,HDFCAMC - HBS500INAV,0,1
NSE:HCC,352001,HCC,HINDUSTAN CONSTRUCTION CO,0,1
NSE:HCG,3982081,HCG,HEALTHCARE GLOB. ENT.,0,1
NSE:HCLTECH,1850625,HCLTECH,HCL TECHNOLOGIES,0,1
NSE:HDBFS,193989633,HDBFS,HDB FINANCIAL SERVICES L,0,1
NSE:HDF100INAV,2709249,HDF100INAV,HDFCNIF100 INAV,0,1
NSE:HDFC50INAV,2709505,HDFC50INAV,HDFCNEXT50 INAV,0,1
NSE:HDFCAMC,1086465,HDFCAMC,HDFC AMC,0,1
NSE:HDFCBANK,341249,HDFCBANK,HDFC BANK,0,1
NSE:HDFCGRINAV,2884097,HDFCGRINAV,HDFCAMC - HDFCGRINAV,0,1
NSE:HDFCLIFE,119553,HDFCLIFE,HDFC LIFE INS CO,0,1
NSE:HDFCLVINAV,2957569,HDFCLVINAV,HDFCAMC - HDFCLOWVOL,0,1
NSE:HDFCMOINAV,2957057,HDFCMOINAV,HDFCAMC - HDFCMOMENT,0,1
NSE:HDFCNIINAV,4332033,HDFCNIINAV,HDFCAMC - HDFCNIINAV,0,1
NSE:HDFCPBINAV,3102465,HDFCPBINAV,HDFCAMC - HDFCPBINAV,0,1
NSE:HDFCQUINAV,2884353,HDFCQUINAV,HDFCAMC - HDFCQUINAV,0,1
NSE:HDFCSIINAV,2786049,HDFCSIINAV,HDFCAMC - HDFCSIINAV,0,1
NSE:HDFCVLINAV,2885633,HDFCVLINAV,HDFCAMC - HDFCVLINAV,0,1
NSE:HDFLIQINAV,4680193,HDFLIQINAV,HDFCAMC - HDFLIQINAV,0,1
NSE:HDFPBKINAV,5785345,HDFPBKINAV,HDFCAMC HDFPBKINAV,0,1
NSE:HEADSUP,4916481,HEADSUP,HEADS UP VENTURES,0,1
NSE:HEALADINAV,5785089,HEALADINAV,DSPAMC - HEALADINAV,0,1
NSE:HEALTHAXIS,923649,HEALTHAXIS,AXISAMC-HEALTHAXIS,0,1
NSE:HEALTHCARE,194812417,HEALTHCARE,MIRAEAMC - HEALTHCARE,0,1
NSE:HEALTHINAV,2550529,HEALTHINAV,HEALTHY INAV,0,1
NSE:HEALTHX,5136129,HEALTHX,HEALTH X PLATFORM,0,1
NSE:HECPROJECT,1900801,HECPROJECT,HEC INFRA PROJECTS,0,1
NSE:HEG,342017,HEG,HEG,0,1
NSE:HEIDELBERG,592897,HEIDELBERG,HEIDELBERGCEMENT (I),0,1
NSE:HEMIPROP,179457,HEMIPROP,HEMISPHERE PROP IND,0,1
NSE:HERANBA,669185,HERANBA,HERANBA INDUSTRIES,0,1
NSE:HERITGFOOD,1177089,HERITGFOOD,HERITAGE FOODS,0,1
NSE:HEROMOTOCO,345089,HEROMOTOCO,HERO MOTOCORP,0,1
NSE:HESTERBIO,1804289,HESTERBIO,HESTER BIOSCIENCES,0,1
NSE:HEXAGON,192022785,HEXAGON,HEXAGON NUTRITION,0,1
NSE:HEXATRADEX,6914049,HEXATRADEX,HEXA TRADEX,0,1
NSE:HEXT,7594497,HEXT,HEXAWARE TECHNOLOGIES,0,1
NSE:HFCL,5619457,HFCL,HFCL,0,1
NSE:HGINFRA,428033,HGINFRA,H.G.INFRA ENGINEERING,0,1
NSE:HGM,3479553,HGM,HANDSON GBL MNGMNT,0,1
NSE:HGS,3766273,HGS,HINDUJA GLOBAL SOLS.,0,1
NSE:HIKAL,2475009,HIKAL,HIKAL,0,1
NSE:HIMATSEIDE,348161,HIMATSEIDE,HIMATSINGKA SEIDE,0,1
NSE:HINDALCO,348929,HINDALCO,HINDALCO  INDUSTRIES ,0,1
NSE:HINDCOMPOS,351233,HINDCOMPOS,HINDUSTAN COMPOSITES,0,1
NSE:HINDCOPPER,4592385,HINDCOPPER,HINDUSTAN COPPER,0,1
NSE:HINDOILEXP,359169,HINDOILEXP,HINDUSTAN OIL EXPLORATION,0,1
NSE:HINDPETRO,359937,HINDPETRO,HINDUSTAN PETROLEUM CORP,0,1
NSE:HINDUNILVR,356865,HINDUNILVR,HINDUSTAN UNILEVER,0,1
NSE:HINDWAREAP,4066049,HINDWAREAP,HINDWARE HME INOVATON,0,1
NSE:HINDZINC,364545,HINDZINC,HINDUSTAN ZINC,0,1
NSE:HIRECT,3555841,HIRECT,HIND RECTIFIER,0,1
NSE:HISARMETAL,4946433,HISARMETAL,HISAR METAL IND.,0,1
NSE:HITECH,734209,HITECH,HI-TECH PIPES,0,1
NSE:HLEGLAS,585985,HLEGLAS,HLE GLASCOAT,0,1
NSE:HLTCREINAV,7834113,HLTCREINAV,MIRAEAMC - HLTCREINAV,0,1
NSE:HLVLTD,370689,HLVLTD,HLV,0,1
NSE:HMAAGRO,4365569,HMAAGRO,HMA AGRO INDUSTRIES,0,1
NSE:HMI150INAV,3645697,HMI150INAV,HDFCAMC - HMI150INAV,0,1
NSE:HMVL,4918017,HMVL,HINDUSTAN MEDIA VENT,0,1
NSE:HNDFDS,3116289,HNDFDS,HINDUSTAN FOODS,0,1
NSE:HOMEFIRST,526337,HOMEFIRST,HOME FIRST FIN CO IND,0,1
NSE:HONASA,5072129,HONASA,HONASA CONSUMER - MAMAEARTH,0,1
NSE:HONAUT,874753,HONAUT,HONEYWELL AUTOMATION IND,0,1
NSE:HONDAPOWER,803329,HONDAPOWER,HONDA I POWER PRODUCT,0,1
NSE:HPAL,1888257,HPAL,HP ADHESIVES,0,1
NSE:HPIL,3019777,HPIL,HINDPRAKASH INDUSTRY,0,1
NSE:HPL,4781825,HPL,HPL ELECTRIC & POWER,0,1
NSE:HSBCGDINAV,7836417,HSBCGDINAV,HSBCAMC - HSBCGDINAV,0,1
NSE:HSBCGOLD,194945537,HSBCGOLD,HSBCAMC - HSBCGOLD,0,1
NSE:HSCL,3669505,HSCL,HIMADRI SPECIALITY CHEM L,0,1
NSE:HSM250INAV,3646209,HSM250INAV,HDFCAMC - HSM250INAV,0,1
NSE:HTMEDIA,3066625,HTMEDIA,HT MEDIA,0,1
NSE:HUBTOWN,3635969,HUBTOWN,HUBTOWN,0,1
NSE:HUDCO,5331201,HUDCO,HSG & URBAN DEV CORPN,0,1
NSE:HUHTAMAKI,655873,HUHTAMAKI,HUHTAMAKI INDIA,0,1
NSE:HYUNDAI,6616065,HYUNDAI,HYUNDAI MOTOR INDIA,0,1
NSE:IBMFNIINAV,2576897,IBMFNIINAV,IBMFNIFTY INAV,0,1
NSE:IC10GSINAV,3371265,IC10GSINAV,ICICIPRAMC - IC10GSINAV,0,1
NSE:ICDSLTD,1786113,ICDSLTD,ICDS,0,1
NSE:ICEMAKE,125185,ICEMAKE,ICE MAKE REFRIGERAT,0,1
NSE:ICICI1INAV,2572801,ICICI1INAV,ICICINF100 INAV,0,1
NSE:ICICI2INAV,2567169,ICICI2INAV,ICICIB22 INAV,0,1
NSE:ICICI5INAV,2572289,ICICI5INAV,ICICI500 INAV,0,1
NSE:ICICIAINAV,2572545,ICICIAINAV,ICICIALPLV INAV,0,1
NSE:ICICIAMC,194664193,ICICIAMC,ICICI PRUDENTIAL AMC,0,1
NSE:ICICIBANK,1270529,ICICIBANK,ICICI BANK,0,1
NSE:ICICIBINAV,2575105,ICICIBINAV,ICICIBANKP INAV,0,1
NSE:ICICICINAV,2567937,ICICICINAV,ICICICONSU INAV,0,1
NSE:ICICIFINAV,2568449,ICICIFINAV,ICICIFMCG INAV,0,1
NSE:ICICIGI,5573121,ICICIGI,ICICI LOMBARD GIC,0,1
NSE:ICICIGINAV,2110721,ICICIGINAV,ICICIGOLD NAV,0,1
NSE:ICICIKINAV,2566401,ICICIKINAV,ICICIBANKN INAV,0,1
NSE:ICICILINAV,2574593,ICICILINAV,ICICILOVOL INAV,0,1
NSE:ICICIMINAV,2571521,ICICIMINAV,ICICIM150 INAV,0,1
NSE:ICICININAV,2574849,ICICININAV,ICICINV20 INAV,0,1
NSE:ICICIOINAV,2567681,ICICIOINAV,ICICIAUTO INAV,0,1
NSE:ICICIPINAV,2566657,ICICIPINAV,ICICIMCAP INAV,0,1
NSE:ICICIPRULI,4774913,ICICIPRULI,ICICI PRU LIFE INS CO,0,1
NSE:ICICIQINAV,2571265,ICICIQINAV,ICICILIQ INAV,0,1
NSE:ICICIRINAV,2570753,ICICIRINAV,ICICIPHARM INAV,0,1
NSE:ICICISINAV,2107649,ICICISINAV,ICICISILVE NAV,0,1
NSE:ICICITINAV,2571009,ICICITINAV,ICICITECH INAV,0,1
NSE:ICICIXINAV,2572033,ICICIXINAV,ICICINXT50 INAV,0,1
NSE:ICICIYINAV,2573825,ICICIYINAV,ICICINIFTY INAV,0,1
NSE:ICICMOINAV,2710785,ICICMOINAV,ICICIPRAMC - ICICMOINAV,0,1
NSE:ICICOMINAV,3382785,ICICOMINAV,ICICIPRAMC - ICICOMINAV,0,1
NSE:ICIFININAV,3223809,ICIFININAV,ICICIPRAMC-ICIFININAV,0,1
NSE:ICIL,3068673,ICIL,INDO COUNT INDUSTRIES,0,1
NSE:ICINFRINAV,2753537,ICINFRINAV,ICICIPRAMC - ICINFRINAV,0,1
NSE:ICIQ30INAV,4562433,ICIQ30INAV,ICICIPRAMC - ICIQ30INAV,0,1
NSE:ICISECINAV,2606849,ICISECINAV,ICICI5GSEC INAV,0,1
NSE:ICISENINAV,2608385,ICISENINAV,ICICISENSX INAV,0,1
NSE:ICRA,3717889,ICRA,ICRA,0,1
NSE:IDBI,377857,IDBI,IDBI BANK,0,1
NSE:IDBIGOINAV,2108161,IDBIGOINAV,IDBIGOLD NAV,0,1
NSE:IDEA,3677697,IDEA,VODAFONE IDEA,0,1
NSE:IDFCFIRSTB,2863105,IDFCFIRSTB,IDFC FIRST BANK,0,1
NSE:IDFNIFINAV,2575873,IDFNIFINAV,IDFNIFTYET INAV,0,1
NSE:IEX,56321,IEX,INDIAN ENERGY EXC,0,1
NSE:IFBIND,380161,IFBIND,IFB INDUSTRIES,0,1
NSE:IFCI,381697,IFCI,IFCI,0,1
NSE:IFGLEXPOR,111617,IFGLEXPOR,IFGL REFRACTORIES,0,1
NSE:IGARASHI,162305,IGARASHI,IGARASHI MOTORS INDIA,0,1
NSE:IGCL,193997057,IGCL,INDOGULF CROPSCIENCES,0,1
NSE:IGIL,7264769,IGIL,INTL GEMOLOGICAL INST,0,1
NSE:IGL,2883073,IGL,INDRAPRASTHA GAS,0,1
NSE:IGPL,3606017,IGPL,I G PETROCHEMICALS,0,1
NSE:IIFL,3023105,IIFL,IIFL FINANCE,0,1
NSE:IIFLCAPS,3346433,IIFLCAPS,IIFL CAPITAL SERVICES,0,1
NSE:IITL,4998401,IITL,INDUSTRIAL INV TRUST,0,1
NSE:IKIO,4306433,IKIO,IKIO TECHNOLOGIES,0,1
NSE:IKS,7200001,IKS,INVENTURUS KNOWLEDGE SO L,0,1
NSE:IMAGICAA,1964033,IMAGICAA,IMAGICAAWORLD ENT,0,1
NSE:IMFA,4924161,IMFA,INDIAN METALS & FERRO,0,1
NSE:IMPAL,3074305,IMPAL,IND MOTOR PART & ACC,0,1
NSE:INA,194841345,INA,INSOLATION ENERGY,0,1
NSE:INCREDIBLE,4481793,INCREDIBLE,INCREDIBLE INDUSTRIES,0,1
NSE:INDBANK,4334849,INDBANK,INDBANK MERCH BANK,0,1
NSE:INDGN,6065409,INDGN,INDEGENE,0,1
NSE:INDHOTEL,387073,INDHOTEL,THE INDIAN HOTELS CO.,0,1
NSE:INDIACEM,387841,INDIACEM,THE INDIA CEMENTS,0,1
NSE:INDIAGLYCO,389377,INDIAGLYCO,INDIA GLYCOLS,0,1
NSE:INDIAMART,2745857,INDIAMART,INDIAMART INTERMESH,0,1
NSE:INDIANB,3663105,INDIANB,INDIAN BANK,0,1
NSE:INDIANCARD,1132033,INDIANCARD,INDIAN CARD CLOTHING CO.,0,1
NSE:INDIANHUME,391681,INDIANHUME,INDIAN HUME PIPE CO.,0,1
NSE:INDIASHLTR,5262337,INDIASHLTR,INDIA SHELTER FIN CORP L,0,1
NSE:INDIGO,2865921,INDIGO,INTERGLOBE AVIATION,0,1
NSE:INDIGOPNTS,524289,INDIGOPNTS,INDIGO PAINTS,0,1
NSE:INDIQUBE,194008321,INDIQUBE,INDIQUBE SPACES,0,1
NSE:INDNIPPON,1215233,INDNIPPON,INDIA NIPPON ELECT ,0,1
NSE:INDOBORAX,2205185,INDOBORAX,INDO BORAX & CHEMICAL,0,1
NSE:INDOCO,2989313,INDOCO,INDOCO REMEDIES,0,1
NSE:INDOFARM,7430401,INDOFARM,INDO FARM EQUIPMENT,0,1
NSE:INDORAMA,2814209,INDORAMA,INDO RAMA SYNTHETICS,0,1
NSE:INDOSTAR,790529,INDOSTAR,INDOSTAR CAPITAL FIN,0,1
NSE:INDOTHAI,6555649,INDOTHAI,INDO THAI SEC,0,1
NSE:INDOUS,6528769,INDOUS,INDO US BIOTECH,0,1
NSE:INDPRUD,195255553,INDPRUD,INDUSTRIAL & PRU INV CO L,0,1
NSE:INDRAMEDCO,1216257,INDRAMEDCO,INDRAPRASTHA MEDICAL CORP,0,1
NSE:INDSWFTLAB,1246721,INDSWFTLAB,IND SWIFT LABORATORIES LT,0,1
NSE:INDTERRAIN,5620993,INDTERRAIN,IND TERRAIN FASHIONS,0,1
NSE:INDUSINDBK,1346049,INDUSINDBK,INDUSIND BANK,0,1
NSE:INDUSTOWER,7458561,INDUSTOWER,INDUS TOWERS,0,1
NSE:INFOBEAN,2822913,INFOBEAN,INFOBEANS TECHNO.,0,1
NSE:INFOMEDIA,3505409,INFOMEDIA,INFOMEDIA PRESS,0,1
NSE:INFRA,194823681,INFRA,MIRAEAMC - INFRA,0,1
NSE:INFRAINAV,7834369,INFRAINAV,MIRAEAMC - INFRAINAV,0,1
NSE:INFY,408065,INFY,INFOSYS,0,1
NSE:INGERRAND,408833,INGERRAND,INGERSOLL-RAND INDIA,0,1
NSE:INNOVACAP,5391873,INNOVACAP,INNOVA CAPTAB,0,1
NSE:INNOVANA,7105025,INNOVANA,INNOVANA THINKLABS,0,1
NSE:INNOVISION,194951169,INNOVISION,INNOVISION,0,1
NSE:INOXGREEN,3120129,INOXGREEN,INOX GREEN ENERGY SER,0,1
NSE:INOXINDIA,5275393,INOXINDIA,INOX INDIA,0,1
NSE:INOXWIND,2010113,INOXWIND,INOX WIND,0,1
NSE:INSECTICID,3752193,INSECTICID,INSECTICIDES (I),0,1
NSE:INTELLECT,1517057,INTELLECT,INTELLECT DESIGN ARENA,0,1
NSE:INTENTECH,5138177,INTENTECH,INTENSE TECHNOLOGIES,0,1
NSE:INTERARCH,6376705,INTERARCH,INTERARCH BLDNG SOLTN,0,1
NSE:INTERNINAV,7815169,INTERNINAV,MIRAEAMC - INTERNINAV,0,1
NSE:INTLCONV,1435137,INTLCONV,INTL CONVEYORS,0,1
NSE:INVENTURE,6366721,INVENTURE,INVENTURE GRO & SEC,0,1
NSE:INVPRECQ,195256833,INVPRECQ,INVESTMENT & PREC CAST L,0,1
NSE:IOB,2393089,IOB,INDIAN OVERSEAS BANK,0,1
NSE:IOC,415745,IOC,INDIAN OIL CORP,0,1
NSE:IOLCP,5225729,IOLCP,IOL CHEM AND PHARMA,0,1
NSE:IONEXCHANG,417281,IONEXCHANG,ION EXCHANGE (INDIA),0,1
NSE:IPCALAB,418049,IPCALAB,IPCA LABORATORIES,0,1
NSE:IPL,1263105,IPL,INDIA PESTICIDES,0,1
NSE:IRB,3920129,IRB,IRB INFRA DEV,0,1
NSE:IRCON,1276417,IRCON,IRCON INTERNATIONAL,0,1
NSE:IRCTC,3484417,IRCTC,INDIAN RAIL TOUR CORP,0,1
NSE:IREDA,5186817,IREDA,INDIAN RENEWABLE ENERGY,0,1
NSE:IRFC,519425,IRFC,INDIAN RAILWAY FIN CORP L,0,1
NSE:IRIS,1661185,IRIS,IRIS REGTECH SOLUTION,0,1
NSE:IRISDOREME,582401,IRISDOREME,IRIS CLOTHINGS,0,1
NSE:IRMENERGY,5016833,IRMENERGY,IRM ENERGY,0,1
NSE:ISFT,4730625,ISFT,INTRASOFT TECH.,0,1
NSE:ISGEC,852225,ISGEC,ISGEC HEAVY ENG,0,1
NSE:ISHANCH,7743745,ISHANCH,ISHAN DYES N CHEMICALS L,0,1
NSE:ITAXIS,770561,ITAXIS,AXISAMC-ITAXIS,0,1
NSE:ITC,424961,ITC,ITC,0,1
NSE:ITCHOTELS,7488257,ITCHOTELS,ITC HOTELS,0,1
NSE:ITDC,4940545,ITDC,INDIA TOUR. DEV. CO.,0,1
NSE:ITI,428801,ITI,ITI,0,1
NSE:IVALUE,194314497,IVALUE,IVALUE INFOSOLUTIONS,0,1
NSE:IVC,1718017,IVC,IL&FS INVESTMENT MANAGERS,0,1
NSE:IVZINGINAV,2108417,IVZINGINAV,IVZINGOLD NAV,0,1
NSE:IVZINGOLD,4682753,IVZINGOLD,INVESCO INDIA GOLD EXCHANGE TRADED FUND,0,1
NSE:IVZINNIFTY,6199553,IVZINNIFTY,INVESCO INDIA NIFTY 50 EXCHANGE TRADED FUND,0,1
NSE:IVZINNINAV,2578177,IVZINNINAV,IVZINNIFTY INAV,0,1
NSE:IWP,195258113,IWP,INDIAN WOOD PRODUCTS CO L,0,1
